,x,y
157,20.785,63.1921114298481
158,20.79,64.12485520650978
159,20.795,64.72225369672961
160,20.8,63.39741485950777
161,20.805,61.35092199571082
162,20.81,62.56945558581631
163,20.815,61.69947270387365
164,20.82,62.36071894386784
165,20.825,64.0642981621426
166,20.83,63.296874745566825
167,20.835,61.947992387728746
168,20.84,61.63260668441516
169,20.845,63.067890749612985
170,20.85,64.84367588159466
171,20.855,62.6773084231949
172,20.86,61.43245743252728
173,20.865,64.4813278932996
174,20.87,63.110105384641415
175,20.875,62.95583159043278
176,20.88,64.63303770818113
177,20.885,62.164940865187305
178,20.89,62.881072679192414
179,20.895,62.29290600620536
180,20.9,62.05392271140143
181,20.905,61.9527122396861
182,20.91,64.77656357322293
183,20.915,63.868482915817474
184,20.92,61.765915777153126
185,20.925,63.40566612386037
186,20.93,61.39190922321193
187,20.935,63.24620610830539
188,20.94,62.411516289652454
189,20.945,63.6369024746912
190,20.95,65.93514265714813
191,20.955,64.75818200962507
192,20.96,63.31947945149995
193,20.965,62.24179674452006
194,20.97,61.4520609728921
195,20.975,62.91855345174321
196,20.98,63.46525447604816
197,20.985,61.78882295627217
198,20.99,62.6721777120068
199,20.995,64.44413431450432
200,21.0,63.80076410849905
201,21.005,62.73436364382669
202,21.01,64.33024543330725
203,21.015,62.651991234836494
204,21.02,62.893512606980224
205,21.025,62.869855553290634
206,21.03,62.74430441127009
207,21.035,63.14399870328498
208,21.04,61.12687222542756
209,21.045,63.070211710083754
210,21.05,61.91277183865371
211,21.055,61.40021263599877
212,21.06,62.832101213185844
213,21.065,62.595150969686664
214,21.07,63.05265179429283
215,21.075,64.73651688151385
216,21.08,62.203136593061444
217,21.085,62.82510331436957
218,21.09,64.14107596372428
219,21.095,62.63449343738002
220,21.1,62.46618693334412
221,21.105,61.999457299369496
222,21.11,63.547238962931
223,21.115,63.45971761043782
224,21.12,61.41215335818075
225,21.125,64.80573174464686
226,21.13,62.31090695910808
227,21.135,62.94917829930364
228,21.14,63.33761638802444
229,21.145,64.4607653093015
230,21.15,62.78851745931357
231,21.155,62.107195222500565
232,21.16,63.59165998953532
233,21.165,63.87405625648162
234,21.17,62.599707533060865
235,21.175,64.11299356211505
236,21.18,62.422803730578636
237,21.185,63.83052162404324
238,21.19,62.79714535080048
239,21.195,63.385276073750816
240,21.2,63.28856366605766
241,21.205,64.76631866699319
242,21.21,63.115645732904404
243,21.215,64.89029058126864
244,21.22,63.676789505275636
245,21.225,63.85681109552404
246,21.23,63.33186210623386
247,21.235,64.31092195317945
248,21.24,62.89529579273014
249,21.245,62.17681974956086
250,21.25,62.94249400604396
251,21.255,62.72378961368822
252,21.26,64.10050336715958
253,21.265,61.993287212805605
254,21.27,63.18624814485386
255,21.275,62.441954107518754
256,21.28,62.79733636084546
257,21.285,62.828027082792474
258,21.29,64.05297086926205
259,21.295,64.65072980062604
260,21.3,65.39349722410175
261,21.305,65.01150350918765
262,21.31,64.26289590056587
263,21.315,64.68100602733173
264,21.32,64.46384273638212
265,21.325,64.59348543305002
266,21.33,61.39202729380558
267,21.335,64.51869621238254
268,21.34,63.77902384173977
269,21.345,63.362672845768174
270,21.35,63.28367861982909
271,21.355,64.20456954744846
272,21.36,63.70896958859893
273,21.365,62.86666185544426
274,21.37,61.78903325733925
275,21.375,62.6528486681713
276,21.38,63.755007334003224
277,21.385,64.39998168254046
278,21.39,62.68168472734848
279,21.395,63.028802255717466
280,21.4,62.87688046072269
281,21.405,63.76336197723157
282,21.41,63.85732010318901
283,21.415,63.51705288339103
284,21.42,63.79713279415728
285,21.425,62.91304540697941
286,21.43,62.17392126601948
287,21.435,63.11500669848441
288,21.44,64.29598880928633
289,21.445,62.63278348058244
290,21.45,65.0377332498006
291,21.455,62.72825395502229
292,21.46,62.50333036105589
293,21.465,64.2429414725471
294,21.47,62.3213835905955
295,21.475,66.40942642591776
296,21.48,63.66476294542659
297,21.485,64.36941019017846
298,21.49,63.87415040193737
299,21.495,62.87134685186055
300,21.5,63.70789541433977
301,21.505,64.21710807778021
302,21.51,62.77942954350556
303,21.515,63.69439409262934
304,21.52,62.911329241308145
305,21.525,64.2977548822551
306,21.53,62.62993709636312
307,21.535,62.06879886137218
308,21.54,65.00089725258051
309,21.545,63.79204419043698
310,21.55,64.0132557505057
311,21.555,64.90834302266323
312,21.56,65.34724848648732
313,21.565,63.48357869011551
314,21.57,63.184836295334605
315,21.575,62.412121962890595
316,21.58,63.46547627218097
317,21.585,63.68691171734443
318,21.59,62.126369797759935
319,21.595,64.2885185129495
320,21.6,64.0859909104991
321,21.605,64.97477106252349
322,21.61,64.71186753672194
323,21.615,63.757888173622376
324,21.62,61.89854060284351
325,21.625,64.31204855664869
326,21.63,63.97780696785692
327,21.635,65.27164114554435
328,21.64,63.932564488984625
329,21.645,63.5722305648159
330,21.65,62.86782453280851
331,21.655,63.34551039981482
332,21.66,63.0772783632015
333,21.665,63.36623431005812
334,21.67,64.30480120531442
335,21.675,62.945148757126645
336,21.68,63.435413412498804
337,21.685,64.00280994801501
338,21.69,65.39825444823603
339,21.695,63.64664523264804
340,21.7,65.4926461142666
341,21.705,62.32570016457209
342,21.71,64.84535772333496
343,21.715,62.9153213286389
344,21.72,65.37469991038208
345,21.725,63.064518427706766
346,21.73,64.28098888713372
347,21.735,65.04368866783472
348,21.74,65.05803742290504
349,21.745,63.66717408821633
350,21.75,63.83927517375787
351,21.755,63.46247493747232
352,21.76,63.98245532571728
353,21.765,62.72910979067589
354,21.77,65.82569282000219
355,21.775,63.872149078118696
356,21.78,65.05362544492489
357,21.785,64.78486277235423
358,21.79,62.55579354193583
359,21.795,62.9520374996767
360,21.8,63.579911424577595
361,21.805,63.866640230816245
362,21.81,64.28414398757677
363,21.815,63.70071285479746
364,21.82,63.68342725548431
365,21.825,64.18711294757544
366,21.83,63.88114586541873
367,21.835,61.23528188979928
368,21.84,63.76331564621838
369,21.845,65.17749517063768
370,21.85,65.55849277316558
371,21.855,64.00546627723054
372,21.86,64.7823786159839
373,21.865,65.55651648066163
374,21.87,62.571376530885644
375,21.875,64.49451281550338
376,21.88,64.9129008497732
377,21.885,65.54780595692561
378,21.89,65.09715683271385
379,21.895,62.688856662278326
380,21.9,61.96796495708223
381,21.905,62.95501869658457
382,21.91,63.52287973462249
383,21.915,62.75688628701857
384,21.92,65.07201341770377
385,21.925,63.28062993878315
386,21.93,63.198315347774596
387,21.935,63.067993851119965
388,21.94,65.11149531167605
389,21.945,64.11477565148553
390,21.95,64.43279183470909
391,21.955,64.69435148823538
392,21.96,63.43373193805878
393,21.965,63.384711117419215
394,21.97,63.334939352977045
395,21.975,62.069509262042594
396,21.98,63.22127652850976
397,21.985,64.0276569161102
398,21.99,64.92446971592912
399,21.995,64.14638188168755
400,22.0,63.34096160349037
401,22.005,63.95594857992791
402,22.009999999999998,62.32590984756924
403,22.015,63.114742216065736
404,22.02,63.66229444981806
405,22.025,64.71634503001997
406,22.03,63.49949585055059
407,22.035,64.7459463039657
408,22.04,62.12403286762963
409,22.045,64.91785816864513
410,22.05,63.16463929087749
411,22.055,63.59206399608996
412,22.06,63.81742777960305
413,22.065,64.70737449900884
414,22.07,64.98662263040839
415,22.075,64.71531440642761
416,22.08,64.36393759218497
417,22.085,63.12023248671354
418,22.09,65.1763275076579
419,22.095,63.732026058813105
420,22.1,62.40303520396716
421,22.105,64.93854920147405
422,22.11,63.97231234223935
423,22.115000000000002,64.85778455164058
424,22.12,64.52929983399898
425,22.125,63.26065299652963
426,22.13,63.8736536876865
427,22.134999999999998,64.4966148402032
428,22.14,65.0164075738705
429,22.145,63.745243327812005
430,22.15,64.60703105952359
431,22.155,65.10824945436318
432,22.16,62.69801566477673
433,22.165,63.897427881870875
434,22.17,67.28496659342228
435,22.175,62.98921672219366
436,22.18,64.05661490821099
437,22.185,63.187133157913905
438,22.19,64.67287360802874
439,22.195,65.04259550614218
440,22.2,64.96858106790219
441,22.205,65.52974428480867
442,22.21,63.82615600662452
443,22.215,65.59026025551724
444,22.22,64.81129057166947
445,22.225,61.54774146473042
446,22.23,63.665755815615896
447,22.235,63.007207596372886
448,22.240000000000002,63.447616946248104
449,22.245,64.15014652819669
450,22.25,64.10130106591902
451,22.255,64.57411016286434
452,22.259999999999998,63.78835365618903
453,22.265,64.97571743393402
454,22.27,62.46721861601872
455,22.275,65.88116966857363
456,22.28,64.39648044670716
457,22.285,64.1031976715203
458,22.29,64.57982597315853
459,22.295,65.88373464516962
460,22.3,67.14499377849701
461,22.305,64.72800566773671
462,22.31,64.44470159422829
463,22.315,65.81475998911554
464,22.32,63.543107328417214
465,22.325,64.13987378910883
466,22.33,65.06614516178257
467,22.335,64.26846604800788
468,22.34,65.35862384908283
469,22.345,64.9705424879029
470,22.35,63.850313338742765
471,22.355,65.06779635414694
472,22.36,65.50132509303413
473,22.365000000000002,64.28341390766533
474,22.37,66.18658344134442
475,22.375,63.92593785102529
476,22.38,65.15663320737539
477,22.384999999999998,63.36560579356226
478,22.39,64.10844271409789
479,22.395,66.33491762588346
480,22.4,64.39042011371653
481,22.405,64.67105133518122
482,22.41,66.64847585960027
483,22.415,64.79955501929349
484,22.42,64.89054019450526
485,22.425,63.62587443506999
486,22.43,65.60765923085029
487,22.435,63.963305434989394
488,22.44,64.02760362428018
489,22.445,63.592942036714796
490,22.45,66.75777872254235
491,22.455,63.89554325298231
492,22.46,64.77859752362345
493,22.465,65.2237277082923
494,22.47,66.08068840362108
495,22.475,64.45736237793946
496,22.48,64.39735375958273
497,22.485,65.72489968324103
498,22.490000000000002,64.68711590148959
499,22.495,64.89749521321329
500,22.5,63.29993557834666
501,22.505,65.26281896287182
502,22.509999999999998,64.54036937713964
503,22.515,64.63889321706256
504,22.52,64.77928532926185
505,22.525,66.07959273799104
506,22.53,64.5306732664944
507,22.535,64.61382146557466
508,22.54,65.22552827105906
509,22.545,63.06448194469286
510,22.55,65.23132345640647
511,22.555,65.93629353900342
512,22.56,65.51966114766476
513,22.565,64.2141478989776
514,22.57,64.74457448906283
515,22.575,64.5403619421805
516,22.58,65.0170469744627
517,22.585,63.147639784422886
518,22.59,64.20192421032941
519,22.595,63.64251002950084
520,22.6,66.03433579908405
521,22.605,65.91920885005801
522,22.61,65.55033322759999
523,22.615000000000002,64.75470878862055
524,22.62,64.50769892600144
525,22.625,63.6810367965217
526,22.63,66.13859125727537
527,22.634999999999998,65.36374562332139
528,22.64,64.72359759874098
529,22.645,63.23478143957606
530,22.65,66.25836557996378
531,22.655,63.659040852456044
532,22.66,65.84254605845027
533,22.665,65.60247452419928
534,22.67,65.07044728783342
535,22.675,66.19915645509555
536,22.68,65.46678478684309
537,22.685,65.11881584432126
538,22.69,64.90864146560186
539,22.695,64.45783227040174
540,22.7,64.38990945442968
541,22.705,64.56165586562481
542,22.71,63.717915597240584
543,22.715,66.22235062596666
544,22.72,64.38148848052603
545,22.725,64.75386408882389
546,22.73,66.22569829722705
547,22.735,65.800440398614
548,22.740000000000002,64.71853133648865
549,22.745,64.64514138519363
550,22.75,65.28865888561018
551,22.755,66.26253735300081
552,22.759999999999998,65.35332471374626
553,22.765,65.69418137161964
554,22.77,65.8033302384793
555,22.775,65.2067589938743
556,22.78,64.25817640576149
557,22.785,64.16680962470517
558,22.79,66.14598786048437
559,22.795,65.76265905368015
560,22.8,65.99746534892917
561,22.805,65.24121863559594
562,22.81,65.17813887358065
563,22.815,66.21975832971543
564,22.82,66.37827617361994
565,22.825,66.2928887913994
566,22.83,65.41527127492427
567,22.835,66.49565303102209
568,22.84,65.45181348308944
569,22.845,63.45714152352417
570,22.85,65.25611860225987
571,22.855,64.97442461942626
572,22.86,65.2864334411448
573,22.865000000000002,66.79733181704583
574,22.87,65.14050766042641
575,22.875,64.22701592404808
576,22.88,66.0143980424384
577,22.884999999999998,65.52019860640314
578,22.89,66.48421063341398
579,22.895,66.60779965358785
580,22.9,67.18169012955993
581,22.905,65.0436828717267
582,22.91,64.68314239254312
583,22.915,63.94299787250379
584,22.92,65.24695892155214
585,22.925,64.17070684313894
586,22.93,63.38498147668365
587,22.935,66.59634013141222
588,22.94,65.0163468964553
589,22.945,65.83463625076925
590,22.95,67.50052252639722
591,22.955,65.01157531395842
592,22.96,66.22395065627352
593,22.965,65.00970671636209
594,22.97,64.26581887858922
595,22.975,65.06204093351465
596,22.98,64.2995374811347
597,22.985,66.69130848746391
598,22.990000000000002,65.53967942321786
599,22.995,63.449820104771554
600,23.0,65.99697596842456
601,23.005,64.10122162499447
602,23.009999999999998,65.38260317879184
603,23.015,65.4306771601048
604,23.02,64.30877019348378
605,23.025,66.63648207619627
606,23.03,67.36074029886453
607,23.035,65.35624924253972
608,23.04,63.93132944380037
609,23.045,64.85434954790787
610,23.05,66.16337124420036
611,23.055,64.17850377935221
612,23.06,65.90973345916785
613,23.065,65.19034105979652
614,23.07,64.93732330884191
615,23.075,65.56659187910857
616,23.08,65.14486126231698
617,23.085,65.70147105290557
618,23.09,63.97584258915961
619,23.095,65.48871704768483
620,23.1,65.49881326352703
621,23.105,63.41922364711975
622,23.11,65.79735532104286
623,23.115000000000002,66.67632601938956
624,23.12,62.43435187408156
625,23.125,64.90877248697376
626,23.13,64.22880117038831
627,23.134999999999998,64.83779767522634
628,23.14,65.45640395772517
629,23.145,64.92443863322642
630,23.15,65.40568381652139
631,23.155,66.52715115493861
632,23.16,65.91179959969381
633,23.165,66.1475153870623
634,23.17,63.576796541175355
635,23.175,65.16938178781137
636,23.18,64.6643488264791
637,23.185,64.56745267797328
638,23.19,64.8300400706043
639,23.195,65.56254701789138
640,23.2,65.78445185417586
641,23.205,65.54969060491976
642,23.21,65.25887861861453
643,23.215,65.14029480634076
644,23.22,64.88796541665717
645,23.225,65.24550256602248
646,23.23,65.65634991936238
647,23.235,65.06269127899492
648,23.240000000000002,67.12361617784227
649,23.245,64.34721838265304
650,23.25,66.60419803752403
651,23.255,63.68753788701059
652,23.259999999999998,64.39318406400639
653,23.265,65.61118050186165
654,23.27,66.98279411784556
655,23.275,63.68916009386856
656,23.28,65.72354139181077
657,23.285,65.43320341634475
658,23.29,65.35891537908726
659,23.295,65.10720258450877
660,23.3,65.56286870236201
661,23.305,66.70995573545163
662,23.31,65.06027691550891
663,23.315,64.85073042443165
664,23.32,64.8867646028269
665,23.325,64.31145258680648
666,23.33,63.75692937118451
667,23.335,66.34170919002808
668,23.34,66.86312513702586
669,23.345,66.70610352158482
670,23.35,66.3544247513189
671,23.355,66.69937567367572
672,23.36,65.98865881886422
673,23.365000000000002,64.50999718758302
674,23.37,66.99635621598418
675,23.375,64.40271001164705
676,23.38,66.2357909359699
677,23.384999999999998,66.07254871474723
678,23.39,66.57857021194317
679,23.395,64.06274716225013
680,23.4,66.16447398062037
681,23.405,66.95315236249269
682,23.41,65.18808583821078
683,23.415,66.19857116254457
684,23.42,64.43888162688384
685,23.425,65.8661180880688
686,23.43,65.45088254526573
687,23.435,64.83726169838829
688,23.44,65.22117832403988
689,23.445,65.68032345381467
690,23.45,65.38148953625046
691,23.455,65.03015927162616
692,23.46,65.68440054601845
693,23.465,65.11367599855005
694,23.47,66.17910810489637
695,23.475,65.4532650116047
696,23.48,67.85941742852218
697,23.485,65.02396599594098
698,23.490000000000002,65.35112305170483
699,23.495,65.5039999272503
700,23.5,64.76736751593592
701,23.505,64.27354046259242
702,23.509999999999998,66.0534935585551
703,23.515,66.35861975049349
704,23.52,65.20595160100513
705,23.525,65.66652443152633
706,23.53,65.39392612276411
707,23.535,66.79091815732802
708,23.54,65.69869061996317
709,23.545,64.84464302077569
710,23.55,64.2705855529948
711,23.555,66.81943435108901
712,23.56,65.5487606145872
713,23.565,65.18739288717282
714,23.57,67.36971579737232
715,23.575,65.17980959077087
716,23.58,67.35466980005302
717,23.585,65.56408996142318
718,23.59,65.25139182526465
719,23.595,65.21440787439576
720,23.6,66.04545826232479
721,23.605,65.63547028666076
722,23.61,66.18499521366968
723,23.615000000000002,65.88176586639979
724,23.62,64.70796844884441
725,23.625,65.90395069015955
726,23.63,65.59108776467599
727,23.634999999999998,65.79916570420082
728,23.64,65.44540581820354
729,23.645,66.5978849444162
730,23.65,65.08908033812716
731,23.655,66.84416988410022
732,23.66,63.61221406594355
733,23.665,64.72443790278919
734,23.67,65.95723547028913
735,23.675,66.04652641180013
736,23.68,65.52068536655197
737,23.685,64.48166284616354
738,23.69,66.10179771739331
739,23.695,65.13626533574474
740,23.7,64.51637761694886
741,23.705,66.2293305932061
742,23.71,67.38906188569823
743,23.715,67.77478788527465
744,23.72,67.3697493282993
745,23.725,64.74540664255426
746,23.73,65.92966693526938
747,23.735,66.83003420149755
748,23.740000000000002,68.14824915007728
749,23.745,65.32102127735301
750,23.75,66.01950646251792
751,23.755,65.33046596865944
752,23.759999999999998,67.68391660549149
753,23.765,65.31674348535925
754,23.77,66.12801127094691
755,23.775,66.62467885626668
756,23.78,65.56539143405682
757,23.785,64.39135943662247
758,23.79,65.85530088224975
759,23.795,67.90582458954037
760,23.8,64.07008516905495
761,23.805,65.36073027974953
762,23.81,66.94272001562645
763,23.815,66.86551674641822
764,23.82,67.56809096360402
765,23.825,67.42183472457354
766,23.83,66.162110757582
767,23.835,67.97137380510024
768,23.84,65.5269623313126
769,23.845,65.78032871605308
770,23.85,65.30732197560648
771,23.855,66.30681164500263
772,23.86,67.82918470846576
773,23.865000000000002,66.97534279569044
774,23.87,66.26108744015745
775,23.875,65.44342018418925
776,23.88,66.24616554280786
777,23.884999999999998,66.33115725497171
778,23.89,66.28252945196192
779,23.895,65.31073078993445
780,23.9,66.09536582701324
781,23.905,67.01943864015144
782,23.91,66.56511639883269
783,23.915,66.10355023716674
784,23.92,64.63902878284023
785,23.925,67.10605386837595
786,23.93,66.67257477885909
787,23.935,66.0166241232364
788,23.94,68.25525930529766
789,23.945,65.33795836485216
790,23.95,67.38279557705124
791,23.955,66.22665348681457
792,23.96,63.71242900490372
793,23.965,66.69584287165057
794,23.97,67.30482857368408
795,23.975,65.73394470408965
796,23.98,65.22784073792815
797,23.985,66.0621018199969
798,23.990000000000002,66.95580159541348
799,23.995,65.78123286127642
800,24.0,67.11587317006486
801,24.005,66.0840242383864
802,24.009999999999998,65.49546111652927
803,24.015,64.74758577426539
804,24.02,66.1988578238651
805,24.025,67.12109385769331
806,24.03,65.64013505789126
807,24.035,66.09752850965243
808,24.04,66.12065873591845
809,24.045,65.80112147249403
810,24.05,68.52927207005385
811,24.055,66.1403588574776
812,24.06,66.30003461634698
813,24.065,65.19199161906064
814,24.07,66.13648592359732
815,24.075,63.90020360392036
816,24.08,66.1989676581916
817,24.085,66.71722053014895
818,24.09,67.05671530760915
819,24.095,66.16563326849261
820,24.1,64.25799459491174
821,24.105,66.80215196887218
822,24.11,65.88273203258697
823,24.115000000000002,67.93003078006409
824,24.12,67.28000173373218
825,24.125,66.02962196002298
826,24.13,65.86579078259003
827,24.134999999999998,66.82780100159562
828,24.14,66.40690271788449
829,24.145,67.09236651413299
830,24.15,68.16111813862052
831,24.155,66.2223114754302
832,24.16,66.05118368182514
833,24.165,66.76183488940295
834,24.17,66.9650941482021
835,24.175,67.33567919996916
836,24.18,67.5633027309737
837,24.185,66.47367120002282
838,24.19,65.12466821033011
839,24.195,68.26218144413104
840,24.2,67.13110793337549
841,24.205,65.48623551946565
842,24.21,67.86912561482985
843,24.215,66.42215700302727
844,24.22,68.69974772017716
845,24.225,68.39841752669182
846,24.23,67.8476461622537
847,24.235,68.07068023708197
848,24.240000000000002,66.29603490038643
849,24.245,67.78330492421978
850,24.25,65.35445770613127
851,24.255,65.76175114933017
852,24.259999999999998,66.10329328767114
853,24.265,65.80544882722683
854,24.27,66.19158799520585
855,24.275,67.4574608771053
856,24.28,67.16867651484633
857,24.285,66.88924693807213
858,24.29,66.01228370877419
859,24.295,66.66036225799148
860,24.3,67.46836609888008
861,24.305,67.33622675607
862,24.31,67.00581478434972
863,24.315,66.59050340173364
864,24.32,67.21194716711125
865,24.325,65.04450158575567
866,24.33,68.20577470116797
867,24.335,65.81260943189135
868,24.34,66.92705547274856
869,24.345,66.10305427736785
870,24.35,68.96164942633285
871,24.355,65.42023258643336
872,24.36,67.29244122793241
873,24.365000000000002,66.92853603824169
874,24.37,67.15896773687338
875,24.375,66.37154671009793
876,24.38,67.47805604880374
877,24.384999999999998,64.68127863674708
878,24.39,67.02638673645605
879,24.395,66.26346543934234
880,24.4,69.18299547873727
881,24.405,68.63169462349788
882,24.41,66.80487275209538
883,24.415,67.50575219091213
884,24.42,67.17388516800159
885,24.425,66.55195826390546
886,24.43,67.3224286789065
887,24.435,67.23723656398013
888,24.44,66.98005182070996
889,24.445,65.83311518966926
890,24.45,66.0661145665442
891,24.455,66.05144237410597
892,24.46,68.57994209580995
893,24.465,67.10280292994797
894,24.47,66.39356164893348
895,24.475,66.3333013209142
896,24.48,66.07161127274095
897,24.485,68.58387922692904
898,24.490000000000002,66.53925698553822
899,24.495,66.86599510873323
900,24.5,68.41903606349872
901,24.505,65.16626687663282
902,24.509999999999998,68.6662743127589
903,24.515,65.93325442910756
904,24.52,68.72005365323166
905,24.525,67.02741416782288
906,24.53,67.2603994188412
907,24.535,66.89122538845119
908,24.54,67.57302876941655
909,24.545,66.39569188671632
910,24.55,66.29325295168238
911,24.555,66.46943542782255
912,24.56,67.07096041968276
913,24.565,66.0258178966796
914,24.57,67.02379869937138
915,24.575,66.77764182383056
916,24.58,67.28709580276204
917,24.585,66.79189556134584
918,24.59,65.77346167002231
919,24.595,67.70179966828717
920,24.6,67.05035852848188
921,24.605,66.26152286668238
922,24.61,66.09230765950939
923,24.615000000000002,67.49779522359995
924,24.62,68.20254232937856
925,24.625,68.16733983081915
926,24.63,67.58265764776083
927,24.634999999999998,66.48002477275179
928,24.64,67.69648501469099
929,24.645,68.4360881108523
930,24.65,67.43403604906354
931,24.655,67.27149106705369
932,24.66,67.45891374592348
933,24.665,66.80290168882165
934,24.67,67.45371851526164
935,24.675,65.3973134414961
936,24.68,66.28276993489152
937,24.685,67.39382372098149
938,24.69,66.40405493309011
939,24.695,67.2996698147168
940,24.7,66.08083070661723
941,24.705,65.99089880162663
942,24.71,66.61093482294851
943,24.715,67.41228062474968
944,24.72,67.80204068153473
945,24.725,67.32309604700328
946,24.73,65.52309833394685
947,24.735,66.96503315094174
948,24.740000000000002,69.16051434448644
949,24.745,67.25365442203218
950,24.75,67.53042803755223
951,24.755,66.83224348683326
952,24.759999999999998,67.22241647269819
953,24.765,66.84753152395999
954,24.77,70.18154396541894
955,24.775,67.13197455867176
956,24.78,68.92082264067467
957,24.785,65.71756709820309
958,24.79,68.49972818203929
959,24.795,66.93167428650193
960,24.8,66.59383305340384
961,24.805,67.20154357594534
962,24.81,68.1013102525219
963,24.815,67.48385827360566
964,24.82,68.44807569072341
965,24.825,66.3310919833959
966,24.83,67.04060026353417
967,24.835,67.12287701742312
968,24.84,68.55365401988789
969,24.845,68.7409555721965
970,24.85,66.94225029042416
971,24.855,65.20094113049291
972,24.86,67.14942928463803
973,24.865000000000002,67.6881567483467
974,24.87,66.7585442560217
975,24.875,67.0781177855032
976,24.88,68.11380037139223
977,24.884999999999998,69.1351741430637
978,24.89,69.59547972858273
979,24.895,67.52362011620961
980,24.9,68.71098725496574
981,24.905,66.06584466270314
982,24.91,67.0881349742487
983,24.915,67.54924363374194
984,24.92,68.91721125558946
985,24.925,67.83972716144272
